procuringEntity_name,monto_total,num_procesos
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DE SAN PEDRO DE PIMAMPIRO,3233042.15,140
"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA",3229624.96,203
MUNICIPIO DE ISABELA,3211342.43,22
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SARAYACU,3190030.36,34
SUBSECRETARIA DE EDUCACION DEL DISTRITO DE GUAYAQUIL,3151113.62,326
EMPRESA PUBLICA METROPOLITANA DE SERVICIOS AEROPORTUARIOS Y GESTION DE ZONAS FRANCAS Y REGIMENES ESPECIALES,3148818.71,71
"EMPRESA TURISTICA DE PICHINCHA MITAD DEL MUNDO ""EP""",3143359.58,35
INSTITUTO NACIONAL DE INVESTIGACIONES AGROPECUARIAS,3085045.1199999996,70
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DAYUMA,3078347.82,4
JUNTA PARROQUIAL TRES DE NOVIEMBRE,3076859.81,74
Empresa Pública de Áridos y Asfaltos del Azuay,3047428.12,112
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL SAN MIGUEL DE BOLIVAR,3034744.59,111
PARQUE NACIONAL GALAPAGOS,3022020.2199999997,28
Fondo Ecuatoriano Populorum Progressio,3017415.88,9
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y SANEAMIENTO DE PORTOVIEJO EP,2991846.18,116
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL SIMON BOLIVAR,2982301.32,3
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PICHINCHA,2965895.83,127
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL NUEVO PARAISO,2955058.4899999998,7
DIRECCION HOSPITALARIA GUAYAQUIL,2930519.09,80
Universidad Central del Ecuador,2917138.33,153
ASAMBLEA NACIONAL,2898578.85,32
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN CHIMBO,2891023.11,79
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL DORADO,2883640.43,4
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGCHOS,2877097.0100000002,151
CORPORACION FINANCIERA NACIONAL B.P.,2849325.83,82
CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,2846613.7399999998,180
HOSPITAL BÁSICO-ESMERALDAS,2842414.09,207
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MONTALVO,2827067.85,31
INSTITUTO OCEANOGRÁFICO Y ANTÁRTICO DE LA ARMADA,2826399.93,54
Direccion Distrital 24D01 Santa Elena Educacion,2820106.99,135
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN GONZALO PIZARRO,2796122.4499999997,169
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CLARA,2789098.6399999997,350
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN MIGUEL DE URCUQUÍ,2785562.13,306
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MONTECRISTI,2778961.63,48
DIRECCION DISTRITAL 17D06 PARROQUIAS URBANAS: (CHILIBULO A LA FERROVIARIA) Y PARROQUIAS RURALES: (LLOA) EDUCACION,2760543.9299999997,50
ESTACION NAVAL DE QUITO,2743007.77,121
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ATACAMES,2724899.29,71
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MONTUFAR,2723207.48,176
Gobierno Municipal de Santa Lucia,2715890.1,40
COMANDO CONJUNTO,2714690.86,261
EPMGESTITRANSVT,2685049.85,93
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP - EMAPAG EP,2675322.36,92
MUNICIPIO DE COTACACHI,2672224.06,163
MUNICIPIO DE CALVAS,2654676.39,132
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOMAS DE SARGENTILLO,2652084.16,39
ESTACION NAVAL CENTRO,2651383.25,369
EMPRESA PUBLICA MUNICIPAL DE TRANSITO MOVILIDAD Y VIGILANCIA CIUDADANA DE SAMBORONDON,2637811.72,80
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CONONACO,2637505.81,31
HOSPITAL NAVAL GUAYAQUIL,2625323.79,206
HOSPITAL DE ATENCION INTEGRAL DEL ADULTO MAYOR,2621312.0100000002,79
"EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE, TRANSITO Y SEGURIDAD VIAL DEL CANTON PORTOVIEJO EP, PORTOVIAL EP",2620587.54,81
MUNICIPIO DE SUSCAL,2597322.69,230
DIRECCION DISTRITAL 09D08 PASCUALES 2 SALUD,2588221.33,21
EMPRESA PÚBLICA DE LA UNIVERSIDAD DE CUENCA - UCUENCA EP,2586338.98,175
Empresa Pública Metropolitana de Gestión de Destino Turístico,2570895.56,63
EMPRESA PUBLICA MUNICIPAL PARA LA GESTION INTEGRAL DE LOS DESECHOS SOLIDOS DEL CANTON AMBATO,2532487.49,100
BENEMERITO CUERPO DE BOMBEROS DE MACHALA,2532444.98,58
CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,2524950.68,231
HOSPITAL GENERAL PUYO,2523648.33,104
MINISTERIO DEL INTERIOR,2478356.29,56
DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD,2445821.98,72
BENEMERITO CUERPO DE BOMBEROS DEL CANTON DAULE,2426466.7600000002,79
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN LUIS DE ARMENIA,2423663.59,11
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA,2418791.59,51
HOSPITAL BASICO ANCON,2417891.35,163
DISTRITO METROPOLITANO DE GUAYAQUIL,2415104.8800000004,94
MINISTERIO DE SALUD PUBLICA - COORDINACION ZONAL 5,2414825.88,54
UDAF-EOD DIRECCION NACIONAL DE INVESTIGACION DE POLICIA JUDICIAL,2413247.21,61
HOSPITAL PROVINCIAL DR VERDI CEVALLOS PORTOVIEJO (MANABI),2405533.29,18
Gobierno Municipal del Canton Baba,2397708.32,89
MINISTERIO DE DESARROLLO HUMANO,2397453.48,116
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL  DEL CANTÓN BOLÍVAR,2394737.42,48
GOBIERNO MUNICIPAL DE RIOVERDE,2390734.51,17
DIRECCION NACIONAL DE CONTROL DE TRANSITO Y SEGURIDAD VIAL,2359590.4,15
DIRECCION DISTRITAL08D04,2326707.47,145
Consejo de Seguridad Ciudadana del Cantón Cuenca,2314367.14,78
GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,2309614.39,157
MINISTERIO DE ECONOMÍA Y FINANZAS,2303785.5,79
OPERADOR NACIONAL DE ELECTRICIDAD - CENACE,2292687.19,100
Municipio del Canton Palenque,2283370.98,7
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PIÑAS,2274456.95,166
CENTRO DE ESPECIALIDADES -LETAMENDI,2272941.05,163
GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DE GIRÓN,2266239.97,106
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON VENTANAS,2258639.5100000002,54
HOSPITAL BASICO EL PUYO,2236919.13,208
Municipio de Colimes,2222090.08,98
CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA AZOGUES,2214712.9,182
Gobierno Municipal de Eloy Alfaro,2213101.31,13
DIRECCION DISTRITAL 02D01-GUARANDA-BOLIVAR-MTOP,2200617.22,7
Empresa Publica Municipal de Agua Potable y Alcantarillado de Ibarra,2199888.01,120
HOSPITAL BASICO GUARANDA,2198134.33,184
HOSPITAL BASICO - CHONE,2178780.84,119
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DEL CANTON SAQUISILI,2163448.82,168
DIRECCION DE LA ADMINISTRACION CENTRAL,2160466.36,77
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON MACHALA AGUAS MACHALA EP,2160038.3,29
DIRECCION DISTRITAL 01D02 - PARROQUIAS URBANAS SAN SEBASTIAN A MONAY Y PARROQUIAS RURALES BAÑOS A SANTA ANA,2127755.81,82
Municipalidad de Santa Isabel,2123801.19,66
MUNICIPIO DE GRAL ANTONIO ELIZALDE,2121948.89,56
DIRECCION DISTRITAL 13D01 - PORTOVIEJO - MANABI - MIT,2108167.66,4
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO DE QUERO,2099871.82,164
MANCOMUNIDAD MUNDO VERDE O DEL BUEN VIVIR O SUMAK KAWSAY,2094545.16,1
EMPRESA PUBLICA METROPOLITANA MERCADO MAYORISTA DE QUITO,2071381.33,53
Universidad Agraria del Ecuador,2065487.82,150
MINISTERIO DEL TRABAJO,2064187.02,58
HOSPITAL GENERAL TEOFILO DAVILA,2059713.43,24
GOBIERNO MUNICIPAL DE MERA,2059291.5899999999,133
Municipio de San Lorenzo,2055143.5,19
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHINCHIPE,2036981.28,269
MINISTERIO DE AMBIENTE Y ENERGIA,2020742.34,13
EMPRESA PUBLICA DE SERVICIOS ESPOL - TECH E.P.,2004703.52,561
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOGROÑO,2001796.85,115
DIRECCION DISTRITAL 08D01 - ESMERALDAS - EDUCACION,1994452.3,138
DIRECCION DISTRITAL DE SALUD NO. 09D21,1983221.3599999999,24
UNIVERSIDAD NACIONAL DE EDUCACION UNAE,1980890.26,213
EMPRESA PÚBLICA DE ASEO Y GESTIÓN AMBIENTAL DEL CANTÓN LATACUNGA EPAGAL,1967524.75,88
DIRECCION DISTRITAL 12D01 BABA-BABAHOYO-MONTALVO EDUCACION,1954584.47,172
HOSPITAL MATILDE HIDALGO DE PROCEL,1938847.38,74
Gobierno Palestina,1938477.81,58
Corporacion Registro Civil de Guayaquil,1934314.0599999998,68
BANCO DE DESARROLLO DEL ECUADOR B.P.,1931403.8499999999,74
EXPLOCEN C.A.,1927360.84,36
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON ZAPOTILLO  ,1924668.8499999999,32
EMPRESA ELECTRICA RIOBAMBA S.A.,1920527.82,87
CUERPO DE BOMBEROS DEL CANTON LAGO AGRIO,1917584.54,75
HOSPITAL GENERAL DR. NAPOLEON DÁVILA CÓRDOVA,1914571.9,115
Municipalidad del Cantón Biblián,1898524.99,366
"MINISTERIO DE EDUCACION, DEPORTE Y CULTURA ZONA 4",1894250.81,28
"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y GENERACION ELECTRICA DEL CANTON MEJIA, EP",1890155.0,47
EMPRESA PUBLICA HIDROEQUINOCCIO EP.,1881176.3099999998,41
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE PAYAMINO,1871729.53,9
HOSPITAL DE INFECTOLOGIA,1862777.22,93
COORDINACION ZONAL 9 SALUD,1853668.33,77
GAD MUNICIPAL DE LAS LAJAS,1850040.85,208
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUTUMAYO,1846987.06,136
FAME S.A.,1832927.18,95
HOSPITAL HOMERO CASTANIER CRESPO,1820806.6,203
Fiscalía General,1816176.12,53
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL SAN JUAN BAUTISTA DE MOCHA,1804454.86,156
FAE COMANDO GENERAL,1787917.44,22
DIRECCION GENERAL DE INTELIGENCIA,1769210.29,33
MINISTERIO DE CULTURA Y PATRIMONIO,1756230.06,45
CENTRO DE ESPECIALIDADES LA LIBERTAD,1748683.89,153
COMANDANCIA GENERAL - PLANTA CENTRAL,1741451.81,40
COORDINACION ZONAL 3 - SALUD,1740459.99,166
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA BELLAVISTA  ZAMORA CHINCHIPE,1733873.1099999999,20
EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP,1715201.19,55
CENTRO DE ESPECIALIDADES COMITE DEL PUEBLO,1711089.81,129
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CEVALLOS,1701466.06,169
HOSPITAL MARIANA DE JESUS,1699738.91,58
CUERPO DE BOMBEROS DEL CANTON MEJIA,1695792.52,74
Fundacion Museos de la Ciudad,1690737.49,121
DIRECCION DISTRITAL 22D02 LORETO-ORELLANA-EDUCACION,1690041.65,93
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON YACUAMBI,1686199.1,173
CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,1683450.32,109
DIRECCION NACIONAL DE REGISTROS PUBLICOS,1676978.0899999999,53
HOSPITAL DR. GUSTAVO DOMINGUEZ Z.,1674441.45,42
DIRECCION DISTRITAL 18D01C01 AMBATO TUNGURAHUA MTOP,1672461.31,9
DIRECCION DISTRITAL DE SALUD N 13D02 JARAMIJO-MANTA-MONTECRISTI,1651648.8699999999,9
DIRECCION DISTRITAL DE EDUCACION PASCUALES 2 - MONTE SINAI (GUAYAQUIL),1644867.38,13
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ISIDRO AYORA,1641238.96,34
BASE NAVAL SAN EDUARDO,1630463.67,156
Universidad Técnica Luis Vargas Torres,1622196.2,141
"EMPRESA MUNICIPAL DE RECOLECCION, TRANSPORTE, TRATAMIENTO DE DESECHOS ASEO Y LIMPIEZA",1612786.11,62
HOSPITAL GENERAL DR. LIBORIO PANCHANA SOTOMAYOR,1612097.27,14
MINISTERIO DE GOBIERNO,1590436.9100000001,5
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SAN CRISTOBAL DE PATATE,1588515.2,92
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE CALDERON,1587428.3599999999,111
DIRECCION DISTRITAL 22D02 ORELLANA - LORETO SALUD,1582732.67,64
MINISTERIO DE AGRICULTURA Y GANADERÍA,1576216.58,85
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LAS NAVES,1571265.7799999998,182
SUPERINTENDENCIA DE BANCOS,1569098.8599999999,85
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DEL CANTON PUJILI,1568052.88,56
ASTILLEROS NAVALES ECUATORIANOS - ASTINAVE EP  -,1561215.3,108
Direccion Distrital 13D01 - Portoviejo - Educacion,1554370.93,14
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ALEJANDRO LABAKA,1553864.22,45
DIRECCION DISTRITAL DE SALUD # 09D01,1552264.6199999999,18
GOBIERNO MUNICIPAL DE SAN CRISTOBAL,1547768.32,26
DIRECCION DISTRITAL 21D04 SHUSHUFINDI EDUCACION,1544778.87,65
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON ATAHUALPA,1543365.43,66
DIRECCION DISTRITAL 23D03 - LA CONCORDIA - EDUCACION,1540739.03,83
AGENCIA DE REGULACIÓN Y CONTROL HIDROCARBUROS,1538769.7,48
"HOSPITAL PROVINCIAL ""MARTIN ICAZA""",1537195.93,12
DIRECCIÓN DISTRITAL 08D03 - MUISNE-ATACAMES-EDUCACIÓN,1531734.6600000001,77
SERVICIO NACIONAL DE ATENCIÓN INTEGRAL A PERSONAS ADULTAS PRIVADAS DE LA LIBERTAD Y A ADOLESCENTES INFRACTORES,1531703.28,79
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MIRA,1523938.5,186
DISTRITO MANTA,1521454.1199999999,14
DIRECCION DISTRITAL 17D05 PARROQUIAS URBANAS LA CONCEPCION A JIPIJAPA Y PARROQUIAS RURALES NAYON ZAMBIZA EDUCACION,1512941.1800000002,49
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PACHICUTZA,1512814.1400000001,3
GOBIERNO AUTONOMO MUNICIPAL DEL CANTON GONZANAMA,1508511.69,82
COORDINACION ZONAL 6 - SALUD,1507880.83,160
EMPRESA PUBLICA METROPOLITANA DE RASTRO QUITO,1501942.75,88
CENTRO CLINICO QUIRURGICO AMBULATORIO (HOSPITAL DEL DIA)-JIPIJAPA,1487358.63,106
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE BALAO,1486669.21,80
DIRECCION NACIONAL DE INVESTIGACION ANTIDROGAS,1484744.85,24
"EMPRESA PUBLICA DE OBRAS, BIENES Y SERVICIOS SANTA ELENA EP",1474939.8399999999,16
DIRECCION DISTRITAL 13D12-ROCAFUERTE-TOSAGUA-EDUCACION,1474931.21,11
SUBZONA EL ORO,1462655.7,53
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALTAS,1454921.35,241
JUNTA PARROQUIAL DE IMBANA,1449738.57,35
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUCARA,1447009.9700000002,110
DIRECCION DISTRITAL 08D05 - SAN LORENZO - EDUCACION,1443527.94,86
DIRECCION DISTRITAL 13D10-JAMA-PEDERNALES-EDUCACION,1440176.69,12
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALANDA,1437990.54,193
DIRECCION DISTRITAL 23D02-PARROQUIAS URBANAS ABRAHAM CALAZACON-BOMBOLI Y PARROQUIAS RURALES SAN JACINTO DEL BUA A PERIFERIA 2-EDUCACION,1431538.89,124
EMPRESA PUBLICA MUNICIPAL DE DESARROLLO ECONOMICO EDEC-EP,1428799.92,129
AGENCIA DE REGULACION Y CONTROL DE ELECTRICIDAD,1426708.51,72
MUSEO ANTROPOLÓGICO Y DE ARTE CONTEMPORANEO MAAC,1424311.5499999998,14
DIRECCION DISTRITAL 14D01C05 - MACAS- MORONA SANTIAGO - MIT,1416159.0,18
BANCO DEL INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL,1415970.81,65
"EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE,,TRANSITO SEGURIDAD VIAL Y TERMINAL TERRESTRE DEL CANTON QUEVEDO",1415278.17,48
UNIDAD EDUCATIVA DE FUERZAS ARMADAS LICEO NAVAL GUAYAQUIL COMANDANTE RAFAEL ANDRADE LALAMA,1411318.45,84
EMPRESA PUBLICA RIOBAMBA RIOBAMBA-EP,1411242.32,98
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZARUMA,1402570.57,277
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHORDELEG,1393558.34,84
COORDINACION ZONAL 1 - SALUD,1388824.22,26
Municipio del Canton Pangua,1386427.38,238
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SEVILLA,1379837.68,62
Empresa Publica Municipal de Movilidad Machala,1375519.7999999998,29
MUNICIPIO DE ROCAFUERTE,1375505.6600000001,35
Empresa Publica Municipal de Agua Potable y Alcantarillado del Cantòn Lago Agrio,1365395.16,191
"HOSPITAL OBSTETRICO ""ANGELA LOAYZA DE OLLAGUE""",1360590.45,78
Junta Parroquial San Carlos,1358819.4100000001,59
DIRECCION DISTRITAL 09D06 TARQUI 2 - EDUCACION,1353437.49,36
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE DAULE EMAPA EP,1351152.68,90
EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR BIBLIAN SUSCAL Y EL TAMBO,1348313.55,31
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SUCRE,1346846.98,422
MUNICIPIO DEL CANTON EL TRIUNFO,1344615.42,15
Direccion Distrital 05D02-La Mana-Educacion,1343444.76,15
DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,1338285.8,116
MINISTERIO DE EDUCACION DEPORTE Y CULTURA ZONA 7,1334536.18,71
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CELICA,1329260.86,54
GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON 24 DE MAYO,1329172.01,184
COORDINACION ZONAL 5,1325800.54,146
DIRECCION DISTRITAL 16D01 PASTAZA MERA SANTA CLARA EDUCACION,1321789.29,54
DIRECCION DISTRITAL 15D01-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA- TENA-EDUCACION,1320990.14,32
DIRECCION DISTRITAL 17D07 PARROQUIAS URBANAS CHILLOGALLO A LA ECUATORIANA EDUCACION,1314269.19,34
EMPRESA PUBLICA DE SERVICIOS UNESUM - EPSU,1310483.88,1
Empresa Pública Municipal de Residuos Sólidos Rumiñahui Aseo EPM,1310074.31,111
DIRECCION DISTRITAL 01D03 - GIRON A SANTA ISABEL - SALUD,1309795.84,119
DIRECCION DISTRITAL 17D11-MEJIA-RUMIÑAHUI-SALUD,1308571.01,51
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTA ANA,1308132.13,95
HOSPITAL MIGUEL H. ALCIVAR,1302594.8800000001,164
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MACARA,1299167.06,306
SUBZONA SANTA ELENA,1298393.32,104
Federacion Deportiva de Manabi,1298015.8399999999,71
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN FRANCISCO DE PUEBLOVIEJO,1290062.13,294
EMPRESA PUBLICA DE VIALIDAD DEL SUR (VIALSUR E.P.),1290016.28,154
DIRECCIÓN DISTRITAL 23D01 PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA EDUCACIÓN,1289700.4,179
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE GUAYUSA,1282004.0,7
GAD MUNICIPAL DE CHUNCHI,1266881.34,277
EMPRESA PUBLICA MUNICIPAL REGISTRO DE LA PROPIEDAD DE GUAYAQUIL,1258826.73,51
INSTITUTO DE ALTOS ESTUDIOS NACIONALES,1257215.22,78
CUERPO DE BOMBEROS DE RIOBAMBA,1254506.7,54
PATRONATO PROVINCIAL DE SERVICIO SOCIAL DE PASTAZA,1251803.86,704
CENTRO DE EDUCACION CONTINUA EPN,1247538.08,71
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PASTAZA,1242694.72,50
Empresa Pública Autoridad de Tránsito Mancomunada Centro Guayas EP,1240764.9,80
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SHELL,1238225.15,11
UNIDAD EDUCATIVA DE FUERZAS ARMADAS COLEGIO MILITAR NRO. 2 TNTE. HUGO ORTIZ G,1238120.42,41
"EMPRESA PUBLICA MUNICIPAL DE PARQUES ""PARQUES DE SAMBORONDON-EP""",1237805.51,17
ASOCIACION DE MUNICIPALIDADES ECUATORIANAS,1233366.91,56
BENEMERITO CUERPO DE BOMBEROS DE SAMBORONDON,1232818.93,71
DIRECCION DISTRITAL 08D02-ELOY ALFARO-EDUCACION,1232262.95,99
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO VICENTE MALDONADO,1225097.85,96
COORDINACION ZONAL 7-MINISTERIO DE DESARROLLO HUMANO,1221213.22,210
HOSPITAL GENERAL DE MACAS,1218611.19,210
FEDERACION DEPORTIVA DEL GUAYAS,1218383.73,94
SUBZONA LOS RIOS,1212618.16,23
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON TOSAGUA,1210879.9,100
DIRECCION DISTRITAL 10D03-COTACACHI-EDUCACION,1209687.54,113
EMSAAIRPORT SERVICES CEM,1208096.6500000001,15
HOSPITAL PSIQUIATRICO JULIO ENDARA,1205859.61,79
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI,1201516.12,70
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL PORVENIR DEL CARMEN,1200604.04,45
DIRECCION DISTRITAL 13D02 JARAMIJO-MANTA-MONTECRISTI-EDUCACION,1192310.0,7
PICHINCHA HUMANA,1189185.79,138
DIRECCION DISTRITAL 24D02-LA LIBERTAD-SALINAS-EDUCACION,1188985.08,182
HOSPITAL GENERAL SANTO DOMINGO,1188391.06,34
"UNIDAD ADSCRITA DE DESARROLLO PRODUCTIVO AGROPECUARIO DE INDUSTRIALIZACION, COMERCIALIZACION Y EMPRESARIAL CORPOSUCUMBIOS",1187654.05,117
FUNDACION TEATRO NACIONAL SUCRE,1186114.55,165
Empresa Publica Municipal de Servicios Hidrosanitarios del Cantón Jaramijo,1185273.51,55
Municipio de Balzar,1178115.11,33
CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA CENTRAL LOJA,1176979.54,287
JEFATURA ZONAL DE OPERACIONES ESPECIALES QUITO,1173357.8,17
Gobierno Autónomo Descentralizado Municipal del Cantón Chillanes,1170320.18,109
DIRECCION DISTRITAL 03D03- LA TRONCAL- SALUD,1168896.36,72
"DIRECCION DISTRITAL 23D01 SALUD ALLURIQUÍN, LUZ DE AMÉRICA, ESFUERZO, TOACHI, PÉRIFERIA 1, RIO VERDE, SANTO DOMINGO, ZARACAY, RÍO TOACHÍ, CHIGUILPE, SAN JACINTO DEL BÚA, VALLE HERMOSO, PUERTO LIMÓN, PERIFERIA 2, ABRAHAM CALAZACÓN, BOMBOLÍ, LA CONCOR",1168066.1199999999,40
DIRECCION ZONAL - ZONA 4 - SECRETARIA TECNICA DE GESTION INMOBILIARIA DEL SECTOR PUBLICO,1163951.11,101
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON DELEG,1161180.74,124
SUCUMBIOS SOLIDARIO,1155434.0,153
SECRETARIA TECNICA ECUADOR CRECE SIN DESNUTRICION INFANTIL,1151996.61,59
DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,1141761.98,23
MUNICIPIO DE MONTECRISTI,1137477.32,15
SECRETARIA TECNICA DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA,1132123.88,48
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TIMBARA,1124356.44,62
SUBZONA MANABI,1122701.67,16
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NANKAIS,1112224.53,4
MUNICIPIO DE PEDERNALES,1110850.41,36
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SUCUMBIOS,1110229.04,74
MINISTERIO DE DEFENSA NACIONAL,1109393.6300000001,163
Empresa Pública Empresa Municipal Mercado Mayorista Ambato,1106022.4100000001,89
CONAGOPARE PICHINCHA,1101441.07,21
DIRECCION DISTRITAL18D01-PARROQUIAS URBANAS:(LA PENINSULA A SAN FRANCISCO) Y PARROQUIAS RURALES: (AUGUSTO N. MARTINEZ A ATAHUALPA)-EDUCACION,1096602.3800000001,80
CENTRO DE ESPECIALIDADES CENTRAL CUENCA,1088227.16,147
MUSEO NACIONAL DEL ECUADOR,1086362.71,9
SUPERINTENDENCIA DE ECONOMIA POPULAR Y SOLIDARIA,1085264.52,83
